track_name,artist_name,valence,energy
Waiting for Tonight,Jennifer Lopez,0.84,0.945
All About the Benjamins,Diddy,0.704,0.725
Set to Attack,"Albert Hammond, Jr.",0.964,0.806
Express Yourself,Madonna,0.893,0.93
FutureSex / LoveSound,Justin Timberlake,0.846,0.832
Girl At Coachella (with Matoma & MAGIC! feat. DRAM),Matoma,0.718,0.776
Heartache On The Big Screen,5 Seconds of Summer,0.778,0.803
Why So Lonely,Wonder Girls,0.809,0.726
Got Me Going Crazy,Jonas Brothers,0.749,0.915
Break My Heart,Hey Violet,0.79,0.803
That's What I Like - BLVK JVCK Remix,Bruno Mars,0.875,0.736
Bad Love,The Aces,0.741,0.886
Pretty Girls,Britney Spears,0.788,0.831
Nothing Even Matters,Big Time Rush,0.767,0.836
"If We Were A Movie - From ""Hannah Montana""/Soundtrack Version",Hannah Montana,0.894,0.858
Back In Time,Huey Lewis & The News,0.836,0.835
Doctor! Doctor! (Original Mix),Thompson Twins,0.844,0.724
Estoy Aquí,Shakira,0.782,0.814
White Walls (feat. ScHoolboy Q & Hollis),Macklemore & Ryan Lewis,0.819,0.762
Peacock,Katy Perry,0.942,0.759
Ghost Town,The Specials,0.905,0.766
Meet U In The Sky,Jack & Jack,0.869,0.941
Music Sounds Better,Big Time Rush,0.73,0.85
Long Way Home,5 Seconds of Summer,0.791,0.88
Bad Times,Ra Ra Riot,0.732,0.827
Picture Of You,Boyzone,0.862,0.919
Elevate,St. Lucia,0.722,0.982
Quisiera Alejarme (feat. Ozuna),Wisin,0.77,0.867
S Club Party,S Club 7,0.787,0.873
DOWN BY LAW,THE RAMPAGE from EXILE TRIBE,0.786,0.924
Would I Lie To You - Radio Edit,David Guetta,0.774,0.826
All the Time,Kim Petras,0.758,0.778
Hit Me With Your Best Shot - 1999 Digital Remaster,Pat Benatar,0.954,0.702
Cheerleader,OMI,0.943,0.719
Trigger,Anne-Marie,0.835,0.713
The Lovecats,The Cure,0.963,0.816
Another Love Song,Ne-Yo,0.744,0.803
Games,Jonas Brothers,0.817,0.912
"Can't Help Falling In Love - From ""Lilo & Stitch""/Soundtrack Version",A*Teens,0.784,0.814
All For You,Janet Jackson,0.725,0.88
"I Got Nerve - From ""Hannah Montana""/Soundtrack Version",Hannah Montana,0.804,0.942
Hung Up,Hot Chelle Rae,0.934,0.875
get innocuous - electric lady sessions,LCD Soundsystem,0.928,0.91
Far Away Truths,"Albert Hammond, Jr.",0.764,0.866
Ni Tú Ni Yo (feat. Gente de Zona),Jennifer Lopez,0.768,0.907
Picky,Joey Montana,0.806,0.748
Heatstroke,Calvin Harris,0.747,0.735
Troublemaker,Akon,0.817,0.789
Escape,Enrique Iglesias,0.881,0.851
Rill Rill,Sleigh Bells,0.789,0.812
Lips Like Sugar,Echo & the Bunnymen,0.863,0.934
"Save Me, San Francisco",Train,0.886,0.938
"Bon, Bon",Pitbull,0.784,0.895
Boy Problems,Carly Rae Jepsen,0.829,0.91
If You Say So,Escort,0.97,0.888
SMS (Bangerz),Miley Cyrus,0.887,0.914
Party For Two - Country Version With Intro,Shania Twain,0.965,0.705
(When You Gonna) Give It up to Me (feat. Keyshia Cole) - Radio Version,Sean Paul,0.718,0.761
Save It For Later,The English Beat,0.714,0.727
Big Girl (You Are Beautiful),MIKA,0.831,0.782
Bailando por el Mundo,Juan Magán,0.969,0.865
Distance,Omarion,0.743,0.812
Don't Turn The Lights On,Chromeo,0.745,0.843
Boombastic,Shaggy,0.752,0.788
Wild Heart,The Vamps,0.812,0.909
I Feel for You,Chaka Khan,0.931,0.925
You're So Beautiful (feat. Jussie Smollett and Yazz),Empire Cast,0.704,0.739
Stars,Simply Red,0.817,0.818
Ring Off,Beyoncé,0.709,0.763
After the Disco,Broken Bells,0.966,0.74
CAN'T DANCE,Meghan Trainor,0.719,0.797
Rock & Roll - 2015 Remastered Full Length Version,The Velvet Underground,0.742,0.735
Get Back,Demi Lovato,0.74,0.849
Sound and Vision - 2017 Remastered Version,David Bowie,0.803,0.803
Hot Stuff,Donna Summer,0.965,0.735
TSLAMP,MGMT,0.733,0.879
Pa' Mayté,Carlos Vives,0.967,0.871
Cuenta Pendiente,Paty Cantú,0.779,0.793
Careless Whisper (feat. Kenny G),Train,0.73,0.848
Amarte bien - Juan Magán Remix,Carlos Baute,0.866,0.831
Break the Ice,Britney Spears,0.85,0.911
Ray of Light,Madonna,0.71,0.909
Precious,Depeche Mode,0.852,0.838
Te Amo,Rihanna,0.751,0.707
Mrs All American,5 Seconds of Summer,0.704,0.934
Enola Gay - Remastered,Orchestral Manoeuvres In The Dark,0.932,0.764
See You Again - Rock Mafia Remix,Miley Cyrus,0.806,0.953
The Party's Just Begun,The Cheetah Girls,0.927,0.845
Ashes to Ashes - 2017 Remastered Version,David Bowie,0.866,0.743
Out of My Mind (feat. Nicki Minaj),B.o.B,0.801,0.715
Whose Bed Have Your Boots Been Under?,Shania Twain,0.848,0.732
Al Filo de Tu Amor,Carlos Vives,0.838,0.896
Walk of Shame,P!nk,0.719,0.902
Skrt On Me (feat. Nicki Minaj),Calvin Harris,0.96,0.889
In A Big Country,Big Country,0.854,0.775
Songs On 12 Play,Chris Brown,0.752,0.722
Wobble,Flo Rida,0.836,0.841
Downtown Girl,Hot Chelle Rae,0.776,0.731
Move On (Dwilly Remix) - Dwilly Remix,Mike Posner,0.722,0.792
How Many Ways,Toni Braxton,0.717,0.758
Everything About You,One Direction,0.77,0.792
Back on the Chain Gang - 2007 Remaster,Pretenders,0.814,0.901
Pose,Rihanna,0.744,0.84
Are You Satisfied?,MARINA,0.843,0.712
Emergency,Icona Pop,0.928,0.969
Enloquéceme,OV7,0.798,0.92
Hiding,Florence + The Machine,0.807,0.889
Town Called Malice,The Jam,0.781,0.917
Last Name,Carrie Underwood,0.724,0.883
Feel Alright,Poolside,0.863,0.794
Runaway Love,Ludacris,0.822,0.736
Duele El Amor,Aleks Syntek,0.702,0.774
"It's On - From ""Camp Rock 2: The Final Jam""",Demi Lovato,0.916,0.944
World In My Eyes - 2006 Remastered Version,Depeche Mode,0.949,0.881
Roadrunner,The Modern Lovers,0.805,0.84
You Might Think,The Cars,0.966,0.774
Unpredictable,5 Seconds of Summer,0.717,0.849
I'm Not Gonna Teach Your Boyfriend How to Dance with You,Black Kids,0.775,0.927
I Don't Feel Like Dancin',Scissor Sisters,0.792,0.917
4x4,Miley Cyrus,0.922,0.797
1 Thing,Amerie,0.891,0.946
World War III,Jonas Brothers,0.859,0.87
Catallena,Orange Caramel,0.957,0.931
Do It,Selena Gomez,0.819,0.933
Skin Tight,Niykee Heaton,0.792,0.733
Man On Fire,DNCE,0.789,0.711
Let's Get Crazy,Hannah Montana,0.8,0.913
First Of The Gang To Die - Remastered,Morrissey,0.888,0.919
Te Perdiste Mi Amor (feat. Prince Royce),Thalía,0.916,0.723
Blue Wings,Wild Nothing,0.819,0.8
Rumors,Lindsay Lohan,0.856,0.764
A Dream of You and Me,Future Islands,0.824,0.937
She's On My Mind,JP Cooper,0.76,0.819
Cry For You,September,0.96,0.878
Lessons In Love,Level 42,0.861,0.843
Witch Doctor - Radio Mix,Cartoons,0.97,0.942
Jackie Chan - Sebastian Perez Remix,Tiësto,0.75,0.913
Under the Sun,DIIV,0.938,0.851
Lollipop (Candyman),Aqua,0.794,0.939
What Christmas Means To Me,98º,0.782,0.872
Be the One,The Ting Tings,0.887,0.774
Sunshine (feat. Anthony Hamilton),Twista,0.819,0.888
Love is Gone - Fred Riester & Joachim Garraud Radio Edit Rmx,David Guetta,0.708,0.813
Coffee And TV,Blur,0.965,0.781
Wrapped Up,Olly Murs,0.947,0.848
There's Nothin - new album version,Sean Kingston,0.862,0.782
Locked,Four Tet,0.888,0.745
Girls Just Want to Have Fun,STRFKR,0.739,0.701
And The Sea,Poolside,0.913,0.764
Hard To Say Goodbye,Washed Out,0.723,0.778
Music,Madonna,0.862,0.833
Do You,Spoon,0.948,0.936
High Horse - Violents Remix,Kacey Musgraves,0.762,0.759
Si Te Vas,Shakira,0.828,0.897
Do I Have to Talk You Into It,Spoon,0.931,0.9
Coco Jamboo,Mr. President,0.965,0.838
Drink Up,Train,0.771,0.937
Sparks,Hilary Duff,0.793,0.882
Dilema,Prince Royce,0.885,0.741
Never Wanted To Dance,Mindless Self Indulgence,0.714,0.745
That's What I Like (feat. Fitz),Flo Rida,0.77,0.841
Te sigo pensando,Carlos Baute,0.733,0.858
Amarillo,Shakira,0.93,0.78
"Never Knew I Needed - From ""The Princess and the Frog""/Soundtrack Version",Ne-Yo,0.784,0.787
Born Under Punches (The Heat Goes On) - 2005 Remastered Version,Talking Heads,0.908,0.859
Cola Song (feat. J Balvin),INNA,0.842,0.896
Ghost,VHS Collection,0.718,0.821
Bumpy Ride - Soca Remix,Mohombi,0.814,0.867
Blood Under My Belt,The Drums,0.79,0.894
Boogie Feet,Kesha,0.782,0.85
There Is a Light That Never Goes Out - 2017 Master,The Smiths,0.849,0.77
El Perdedor (Bachata),Enrique Iglesias,0.88,0.767
Cover Girl,Big Time Rush,0.808,0.718
Caramelldansen,Caramell,0.789,0.999
Dirty Dancer,Enrique Iglesias,0.751,0.936
Astral Plane,The Modern Lovers,0.848,0.834
Drink To You,Jonas Blue,0.702,0.813
Mirror In the Bathroom,The English Beat,0.935,0.706
Life's What You Make It,Hannah Montana,0.832,0.936
Piel Morena,Thalía,0.897,0.816
Sisters Are Doin' It for Themselves (Than Never to Have Loved),Eurythmics,0.96,0.813
motherlove,Bea Miller,0.702,0.902
Jealous (I Ain't With It),Chromeo,0.775,0.82
Thinkin',Miley Cyrus,0.873,0.706
Don’t Stop The Party,The Black Eyed Peas,0.707,0.761
Backseat (feat. The Cataracs & Dev),New Boyz,0.782,0.923
C’mere,Interpol,0.703,0.936
Medicine,Kelly Clarkson,0.813,0.792
I'm Still Good,Hannah Montana,0.931,0.991
Opposites Attract,Paula Abdul,0.933,0.842
Super Queen - Cast Version,RuPaul,0.75,0.851
Brad Pitt's Cousin (feat. Xperience),Macklemore & Ryan Lewis,0.928,0.836
Break It Off,Rihanna,0.798,0.738
English Love Affair,5 Seconds of Summer,0.869,0.86
Magic Dance,David Bowie,0.716,0.839
I Think I'm in Love with You,Jessica Simpson,0.804,0.815
I Know A Place,MUNA,0.779,0.9
Ring Ring Ring,VERIVERY,0.713,0.944
Wind It Up,Gwen Stefani,0.92,0.895
Shattered Dreams - Remastered,Johnny Hates Jazz,0.745,0.72
Overprotected - Radio Edit,Britney Spears,0.845,0.894
Bring on the Dancing Horses,Echo & the Bunnymen,0.752,0.925
Bad Boy (feat. Luana Kiara),Tungevaag & Raaban,0.767,0.892
El Ultimo Adios,Paulina Rubio,0.734,0.776
Gotta Tell You,Samantha Mumba,0.792,0.752
Wonderful,Ja Rule,0.769,0.781
How Many Times,DJ Khaled,0.867,0.704
Walk Away,Kelly Clarkson,0.935,0.888
Mermaid,Train,0.921,0.883
El Mentiroso,Gente De Zona,0.935,0.84
Amor Prohibido,Prince Royce,0.936,0.765
DNCE,DNCE,0.857,0.725
Casanova,Allie X,0.744,0.839
Trouble,P!nk,0.853,0.932
Southbound,Carrie Underwood,0.721,0.884
Ritual Union,Little Dragon,0.796,0.738
Love Someone,Miley Cyrus,0.826,0.845
Open Your Heart,Madonna,0.865,0.899
People Are People - 2006 Remastered Version,Depeche Mode,0.812,0.829
Gangsta Lovin',Eve,0.834,0.826
Which Way To Paradise,Poolside,0.887,0.732
Dirty Sexy Money (feat. Charli XCX & French Montana) - Joe Stone Remix,David Guetta,0.92,0.925
Me Enamora,Juanes,0.922,0.85
Pretty in Pink,The Psychedelic Furs,0.775,0.916
In Green (feat. Sarah Quintana),Generationals,0.906,0.858
Money,Poppy,0.847,0.776
Green Light - Chromeo Remix,Lorde,0.866,0.88
Coo Coo Coo,Santigold,0.78,0.814
Delirious (Boneless) (feat. Kid Ink),Steve Aoki,0.925,0.912
Money Honey,Lady Gaga,0.854,0.74
Moments,Tove Lo,0.739,0.88
What You Waiting For?,Gwen Stefani,0.718,0.951
Rockin' Around The Christmas Tree - Recorded at Spotify Studios NYC,Miley Cyrus,0.796,0.713
Clap Your Hands,Sia,0.778,0.87
No Me Ames (with Marc Anthony) - Tropical Remix,Jennifer Lopez,0.71,0.742
Over And Over,Hot Chip,0.724,0.794
Cover Girl,RuPaul,0.717,0.746
Lover Chanting,Little Dragon,0.91,0.758
Sleazy,Kesha,0.84,0.898
True Blue,Madonna,0.896,0.773
She's Lost Control - 2007 Remastered Version,Joy Division,0.743,0.846
The Magnificent Seven - Remastered,The Clash,0.832,0.789
Love Is In The Air,John Paul Young,0.895,0.791
Stay,The Aces,0.757,0.844
A Friend Like You,Andy Grammer,0.811,0.753
Me Against the Music - LP Version / Video Mix,Britney Spears,0.85,0.836
Remember When (Push Rewind),Chris Wallace,0.802,0.813
Afterlife,Arcade Fire,0.743,0.874
Something's Got A Hold On Me - Burlesque Original Motion Picture Soundtrack,Christina Aguilera,0.72,0.853
Me Love,Sean Kingston,0.925,0.847
All Rise,Blue,0.931,0.737
Move Your Body - Gabry Ponte Original Radio Edit,Eiffel 65,0.96,0.958
Play - Purple Disco Machine Remix,Jax Jones,0.95,0.916
Naked Truth,Sean Paul,0.762,0.936
The Look Of Love - Pt. 1,ABC,0.886,0.91
Voodoo Child,Rogue Traders,0.803,0.959
Absolutely,Ra Ra Riot,0.727,0.888
L.A. Boyz,Victorious Cast,0.714,0.91
No Matter What You're Told,Broken Bells,0.934,0.797
Yo No Soy Esa Mujer,Paulina Rubio,0.886,0.835
Change Your Mind,Miike Snow,0.831,0.706
Airborne - Edit,Cut Copy,0.775,0.84
Tell Me Something I Don't Know,Selena Gomez & The Scene,0.917,0.939
Raining Men,Rihanna,0.852,0.802
The Anthem,Lil Jon,0.883,0.781
Hollywood - Single Version,MARINA,0.737,0.817
Talk To Myself,Avicii,0.886,0.799
"Turn Around (5,4,3,2,1)",Flo Rida,0.832,0.835
Simply Irresistible,Robert Palmer,0.716,0.841
Brave Honest Beautiful,Fifth Harmony,0.704,0.872
Can't Get Enough of Myself (feat. BC Unidos),Santigold,0.961,0.858
Dirty Mind (feat. Sam Martin),Flo Rida,0.744,0.74
Heart Of A Champion - Album Version / Explicit,Nelly,0.872,0.942
Annie,Neon Indian,0.872,0.849
I'm That Bitch (feat. Saweetie),David Guetta,0.902,0.834
Wild Horses,Birdy,0.756,0.745
Don't Sleep (feat. French Montana & Stefflon Don),Chromeo,0.878,0.726
Catch Fire,5 Seconds of Summer,0.797,0.936
Charley's Girl,Lou Reed,0.848,0.831
Thank You,MKTO,0.8,0.943
Finesse (James Hype Remix) [feat. Cardi B],Bruno Mars,0.793,0.76
What Have I Done To Deserve This? (With Dusty Springfield) - 2001 Remastered Version,Pet Shop Boys,0.925,0.875
On Our Way Home,Empire of the Sun,0.799,0.842
Break The Rules,Charli XCX,0.818,0.926
Sleigh Ride - Recorded at Spotify Studios NYC,Miley Cyrus,0.766,0.749
Our Lips Are Sealed - Single Version,The Go-Go's,0.947,0.864
I'm A Freak,Enrique Iglesias,0.788,0.802
Su Hombre Soy Yo,Prince Royce,0.902,0.788
Body Chemistry,The Drums,0.737,0.944
Shake,Jesse McCartney,0.961,0.807
As,George Michael,0.766,0.736
The Reeling,Passion Pit,0.776,0.777
Hearts On Fire,Cut Copy,0.731,0.959
NoNoNo,Apink,0.745,0.908
Sneakernight - Single Version,Vanessa Hudgens,0.809,0.904
Semi-Charmed,Timeflies,0.737,0.705
Be With You,Akon,0.719,0.738
Would You Call That Love,Kelly Clarkson,0.751,0.747
"Red Light Green Light - For Club Play Only, Pt. 6",Duke Dumont,0.95,0.825
Sweet Dreams,La Bouche,0.831,0.956
What Did I Do to Your Heart,Jonas Brothers,0.809,0.905
Confidence,RAYE,0.809,0.785
Te Necesito,Prince Royce,0.956,0.72
Help Me - Live,Chaka Khan,0.733,0.801
"Signed, Sealed, Delivered (I'm Yours)",Chaka Khan,0.758,0.742
"Strangelove - 7"" Version",Depeche Mode,0.888,0.96
No Me Enseñaste,Thalía,0.788,0.73
Carito,Carlos Vives,0.927,0.888
Phresh Out The Runway,Rihanna,0.931,0.859
Bug a Boo (H-Town Screwed Mix),Destiny's Child,0.927,0.718
Ooh Aah...Just a Little Bit - Motiv8 Radio Edit,Gina G,0.937,0.942
Nobody (Eng Ver.),Wonder Girls,0.955,0.772
I Want A New Drug,Huey Lewis & The News,0.777,0.897
Caaalifornia,French Horn Rebellion,0.943,0.815
SummerThing!,Afrojack,0.762,0.77
(You Drive Me) Crazy - The Stop Remix!,Britney Spears,0.749,0.965
Gone (feat. Ty Dolla $ign),Afrojack,0.763,0.774
Feel Right,Mark Ronson,0.861,0.798
Cuando,Dillon Francis,0.735,0.825
The Pleasure Principle,Janet Jackson,0.864,0.704
Syrups,Foals,0.817,0.901
Gordita,Shakira,0.819,0.813
MANiCURE,Lady Gaga,0.867,0.912
Sowing The Seeds Of Love,Tears For Fears,0.708,0.793
Doctor You,DNCE,0.724,0.837
What I Go to School For,Jonas Brothers,0.777,0.825
If You Can Afford Me,Katy Perry,0.855,0.887
Shabadabada,OV7,0.789,0.906
Better Off Alone (Remastered) - 1999 Original Hit Radio,Alice Deejay,0.748,0.854
Mo Bounce,Iggy Azalea,0.716,0.755
Living in a Box,Living In A Box,0.927,0.872
Good Kisser,Usher,0.825,0.782
Who Will I Be,Demi Lovato,0.709,0.952
Rollin,Jess Glynne,0.708,0.752
Girls,MARINA,0.945,0.873
Do You Want To,Franz Ferdinand,0.759,0.942
Turn All the Lights On,T-Pain,0.732,0.807
"One and the Same - From ""Princess Protection Program""",Selena Gomez,0.712,0.97
Let's Go,The Cars,0.917,0.83
Another Sad Love Song,Toni Braxton,0.858,0.71
Thunderclouds - MK Remix,Sia,0.879,0.816
Soft Shock,Yeah Yeah Yeahs,0.744,0.801
Bad Influence,P!nk,0.748,0.898
Dream Baby Dream,Suicide,0.977,0.716
If I Was A Folkstar,The Avalanches,0.923,0.917
Mysterious Girl - Radio Edit,Peter Andre,0.801,0.828
Together Forever - Lover's Leap Remix,Rick Astley,0.903,0.924
Don't Be Stupid (You Know I Love You),Shania Twain,0.921,0.721
Are You Happy Now?,Michelle Branch,0.717,0.827
Thinking of You,Sister Sledge,0.911,0.846
Life's What You Make It - 1997 Remaster,Talk Talk,0.935,0.804
Losing My Edge,LCD Soundsystem,0.893,0.959
Bigmouth Strikes Again - 2017 Master,The Smiths,0.879,0.904
Deep,Lizzo,0.909,0.848
"Back in Time - featured in ""Men In Black 3""",Pitbull,0.789,0.915
The Life,Fifth Harmony,0.744,0.762
Holidays (feat. Alan Palomo),Miami Horror,0.832,0.926
Famous,Big Time Rush,0.794,0.882
Broken Horses - Santo Domingo Edit,Twin Shadow,0.925,0.84
All My Friends (Edit),LCD Soundsystem,0.936,0.92
Careless Memories - Live,Duran Duran,0.747,0.942
Real Wild Child (Wild One),Iggy Pop,0.967,0.842
Space Cowboy (Yippie-Yi-Yay),*NSYNC,0.702,0.979
Wonderful Life (Mi Oh My) - from The Angry Birds Movie (Original Motion Picture Soundtrack),Matoma,0.924,0.754
New Rules - Initial Talk Remix,Dua Lipa,0.966,0.977
All Night,Girls' Generation,0.732,0.807
4 Minutes (feat. Justin Timberlake and Timbaland),Madonna,0.803,0.911
Fuego,The Cheetah Girls,0.708,0.866
Let Go,RAC,0.751,0.844
Dreams,Dua Lipa,0.894,0.824
Strange Clouds,B.o.B,0.845,0.714
If I Could Change Your Mind,HAIM,0.736,0.85
Signs of Life,Arcade Fire,0.762,0.858
It's Not Right but It's Okay - Thunderpuss Mix/Remastered: 2000,Whitney Houston,0.76,0.944
Dress You Up,Madonna,0.827,0.896
Tribulations,LCD Soundsystem,0.896,0.773
Mas de ti - Plinio Profeta Remix,María José,0.73,0.771
Slippery People - Live,Talking Heads,0.84,0.851
Let Me Go,Hailee Steinfeld,0.74,0.707
Keep Coming Alive,Penguin Prison,0.779,0.796
Echo Beach,Martha and the Muffins,0.826,0.746
The Boys,Girls' Generation,0.942,0.949
The Goonies 'r' Good Enough,Cyndi Lauper,0.946,0.807
Jump (feat. Jussie Smollett),Empire Cast,0.786,0.809
The Boy with the Thorn in His Side - 2017 Master,The Smiths,0.821,0.901
Don't Leave Me This Way (with Sarah Jane Morris),The Communards,0.901,0.926
Hecha para Mi,Prince Royce,0.861,0.784
DUELE EL CORAZON (English Version),Enrique Iglesias,0.811,0.875
The Anthem,Pitbull,0.897,0.782
Free Your Mind,En Vogue,0.809,0.831
1999 - Alphalove Remix,Charli XCX,0.845,0.898
Vamos a La Playa - Radio Edit,Loona,0.881,0.971
Big,Lemaitre,0.718,0.769
Roses Are Red - Original Version,Aqua,0.824,0.943
Someday,Mariah Carey,0.937,0.819
Watch n' Learn,Rihanna,0.764,0.819
Spanish Bombs,The Clash,0.77,0.798
Freedom,Pitbull,0.803,0.931
Sugar On My Tongue - 2005 Remastered Version,Talking Heads,0.926,0.802
Dance Like Yo Daddy,Meghan Trainor,0.924,0.844
Home with You - Alphalove Remix,Madison Beer,0.902,0.744
Rejoice with Me,Faith Evans,0.711,0.947
Cry For You - Radio Mix,September,0.96,0.88
Kinda Bonkers,Animal Collective,0.723,0.732
Don't Stop - Acoustic,5 Seconds of Summer,0.923,0.714
Like Sugar,Chaka Khan,0.941,0.792
Natural's Not in It,Gang Of Four,0.895,0.84
Frankie Sinatra,The Avalanches,0.832,0.846
Zillionaire,Flo Rida,0.923,0.839
Holiday,Girls' Generation,0.877,0.867
Perfect World,Broken Bells,0.767,0.885
6 Minutes,Jonas Brothers,0.878,0.792
Love Like Waves,Friendly Fires,0.785,0.86
Pachuca Sunrise,Minus the Bear,0.71,0.877
Million Dollar Bill,Whitney Houston,0.765,0.747
Beauty Killer,Jeffree Star,0.741,0.732
Big Ol Drip (feat. WATCH THE DUCK),T.I.,0.728,0.715
Uncontrollable Urge,DEVO,0.716,0.858
Walking On Air,Katy Perry,0.821,0.908
Give it to me,SISTAR,0.961,0.943
How We Do (Party),Rita Ora,0.718,0.926
bitches,Tove Lo,0.818,0.831
BURNITUP! (feat. Missy Elliott),Janet Jackson,0.83,0.708
Everything Is Everything,Phoenix,0.964,0.814
Upside Down,Paloma Faith,0.734,0.844
Yo Quiero (Si Tu Te Enamoras),Gente De Zona,0.907,0.878
I Drove All Night,Cyndi Lauper,0.766,0.706
College Drop,Sage The Gemini,0.729,0.881
Iyiyi,Cody Simpson,0.813,0.717
Uncharted,Sara Bareilles,0.724,0.728
I Don't Need A Man,The Pussycat Dolls,0.757,0.957
Hot Mess,Cobra Starship,0.73,0.87
Sunrise,Simply Red,0.936,0.728
The Voices Of Sweet Jamaica - All Star Remix,Shaggy,0.908,0.71
Club Tropicana,Wham!,0.8,0.719
Lift Me Up,OneRepublic,0.706,0.825
Growing Pains,Ludacris,0.737,0.723
"Suerte (Whenever, Wherever)",Shakira,0.892,0.843
Give It 2 Me,Madonna,0.972,0.954
Fashion - 2017 Remastered Version,David Bowie,0.962,0.723
Aaron's Party (Come Get It),Aaron Carter,0.912,0.886
I Like It Rough,Lady Gaga,0.833,0.901
Bla Bla Bla,Gigi D'Agostino,0.961,0.833
Circle The Drain,Katy Perry,0.751,0.775
Janie Jones,The Clash,0.739,0.826
Something That We're Not,Demi Lovato,0.848,0.939
The Heart Of Rock And Roll,Huey Lewis & The News,0.961,0.77
Amor De Papel,Sentidos Opuestos,0.865,0.951
The Realness (feat. Eric Kupper),RuPaul,0.858,0.814
Stayin' Alive (from Happy Death Day 2U),Lizzo,0.917,0.964
Six Different Ways - Remastered,The Cure,0.715,0.725
Church - Main Version - Explicit,T-Pain,0.962,0.819
Saturday Night - Radio Mix,Whigfield,0.964,0.784
Faded,Kim Petras,0.793,0.819
Loba,Shakira,0.778,0.706
James,MGMT,0.778,0.898
Young Love (feat. Laura Marling),Mystery Jets,0.753,0.942
Ever Fallen in Love (With Someone You Shouldn't've)?,Buzzcocks,0.859,0.737
W.E.R.K. Pt. II,Lizzo,0.8,0.946
Don't Get Me Wrong - 2007 Remastered Version,Pretenders,0.849,0.932
1 of 1,SHINee,0.84,0.879
Wait A Minute,The Pussycat Dolls,0.97,0.853
Animal - Mark Ronson Remix,Miike Snow,0.941,0.788
Hard Out Here,Lily Allen,0.938,0.822
Slow Hands - Basic Tape Remix,Niall Horan,0.902,0.72
Hard To Beat,Hard-FI,0.78,0.841
"Promises, Promises - Single Edit",Naked Eyes,0.77,0.747
Bad 4 Us,Superfruit,0.905,0.856
Pablo Picasso,The Modern Lovers,0.835,0.729
Gotas De Agua Dulce,Juanes,0.94,0.859
What's on Your Mind (Pure Energy),Information Society,0.753,0.734
Ma Ya Hi (Dragostea Din Tei),O-Zone,0.863,0.938
Like A Champion,Selena Gomez,0.935,0.903
(Nothing But) Flowers - Remastered,Talking Heads,0.914,0.846
Déjà Vu,3OH!3,0.794,0.817
Y.A.L.A.,M.I.A.,0.747,0.915
Lights Out,Santigold,0.945,0.83
Jungle,Pitbull,0.842,0.84
Boyfriend,Ashlee Simpson,0.894,0.743
Hey Baby (feat. Debs's Daughter),Dimitri Vegas & Like Mike,0.831,0.88
Mi Nuevo Vicio,Paulina Rubio,0.817,0.936
It's Christmas Time Again,Backstreet Boys,0.79,0.706
Adiós,Ricky Martin,0.867,0.885
Crosseyed And Painless - 2005 Remastered Version,Talking Heads,0.894,0.818
Sin Despertar,Kudai,0.728,0.797
L.O.V.E.,Ashlee Simpson,0.926,0.818
Y Yo Sigo Aqui,Paulina Rubio,0.865,0.949
Cuts You Up,Peter Murphy,0.802,0.806
Are We Ready? (Wreck),Two Door Cinema Club,0.735,0.752
Married To The Music,SHINee,0.889,0.869
Round and Round,Sia,0.964,0.91
Blown,DNCE,0.729,0.952
Prisoner,James Arthur,0.759,0.85
My Love for You,ESG,0.908,0.713
La Paga,Juanes,0.979,0.774
Sweet Design,Sia,0.896,0.934
Cuchi Cuchi,Prince Royce,0.94,0.831
Canary In A Coalmine - Remastered 2003,The Police,0.963,0.753
Algo Contigo,Gente De Zona,0.765,0.969
I Got You,Train,0.754,0.909
Heart Skips a Beat (feat. Chiddy Bang),Olly Murs,0.924,0.913
Regret - 2015 Remastered Version,New Order,0.865,0.931
Drama Queen (That Girl) - Original Version,Lindsay Lohan,0.873,0.824
NARC,Interpol,0.708,0.874
Lysergic Bliss,of Montreal,0.827,0.747
Step Up,The Cheetah Girls,0.888,0.766
Blame It On The Girls,MIKA,0.929,0.879
Young Americans - Single Version; 2002 Remaster,David Bowie,0.904,0.752
I Heard a Rumour,Bananarama,0.92,0.962
Heart And Soul,Huey Lewis & The News,0.936,0.801
Life During Wartime - 2005 Remastered Version,Talking Heads,0.967,0.93
Should I,Phoebe Ryan,0.964,0.757
Block Rockin' Beats,The Chemical Brothers,0.809,0.977
I LUV IT,PSY,0.886,0.765
Concert Pitch,Empire of the Sun,0.935,0.874
tonite,LCD Soundsystem,0.839,0.787
Back It Up,Prince Royce,0.799,0.743
Groove,Jack & Jack,0.801,0.881
Come Alive (feat. Toro Y Moi),Chromeo,0.961,0.746
Red Light,f(x),0.775,0.924
Acceptable in the 80's,Calvin Harris,0.919,0.805
Alfie's Song (Not So Typical Love Song),Bleachers,0.966,0.877
When the Lights Go Out - Radio Edit,Five,0.961,0.827
Basketball,Bow Wow,0.736,0.779
Dancing with Tears in My Eyes,Ultravox,0.926,0.908
Drive,Jonas Brothers,0.803,0.909
FAB. (feat. Remy Ma),JoJo,0.897,0.812
Fill Me In,Craig David,0.828,0.748
Peter Pan,Arcade Fire,0.869,0.814
All About Us,t.A.T.u.,0.714,0.896
So In Love,Orchestral Manoeuvres In The Dark,0.962,0.805
Be on You (feat. Ne-Yo),Flo Rida,0.714,0.709
