track_name,artist_name,valence,energy
Fool's Game,Glen Hansard,0.0808,0.128
Beach,Axel Flovent,0.104,0.167
Sol,Blanco White,0.168,0.0765
The House We Never Built,Gabrielle Aplin,0.201,0.391
Life,The Avett Brothers,0.186,0.244
Fisher Road To Hollywood,The Avett Brothers,0.201,0.125
Rosie's Lullaby,Norah Jones,0.0578,0.112
Watching the Waves,David Gray,0.203,0.235
No Dreamer,Matthew And The Atlas,0.163,0.127
The Violet Hour,The Civil Wars,0.166,0.18
Those Were the Days,Angel Olsen,0.259,0.332
Bully's Lament - Audiotree Live Version,Shakey Graves,0.229,0.206
Silent Song,Jessica Pratt,0.0548,0.175
Settle Down,City and Colour,0.245,0.203
All There Is,Gregory Alan Isakov,0.163,0.158
Not a Word,Mandolin Orange,0.206,0.294
She's 22,Norah Jones,0.0956,0.26
Rocking Chair Blues,Mipso,0.219,0.179
Smells Like Teen Spirit - 2015 Remaster,Tori Amos,0.199,0.263
Paterson & Leo,Pinegrove,0.0797,0.188
Somewhere Tonight,Beach House,0.0827,0.312
Time After Time,Eva Cassidy,0.218,0.153
Hurricane Season,David Gray,0.247,0.35
Lightness,Death Cab for Cutie,0.0695,0.398
Mallory,David Gray,0.204,0.292
Lonely Man of Winter,Sufjan Stevens,0.159,0.228
Muscle Memory,Lights,0.0929,0.188
Letter By The Water,The Japanese House,0.158,0.308
Svitjod,Forndom,0.151,0.0569
Giving Up,Ingrid Michaelson,0.276,0.095
The Funeral - Live Acoustic,Band of Horses,0.105,0.321
Aubrey,Bread,0.218,0.0902
Go Tell Her Now - Acoustic,Tom Odell,0.213,0.216
My Sweet Refuge,Roo Panes,0.168,0.331
Follow Me,Wild Child,0.0798,0.376
Go Home,Julien Baker,0.167,0.0952
Dark Four Door,Billy Raffoul,0.187,0.215
Paradise Bay,Darlingside,0.228,0.386
Wishing Well,The Oh Hellos,0.185,0.193
No Peace In Quiet,Delta Rae,0.293,0.34
Dancefloor,Mary Glenn,0.143,0.0138
Light of a Clear Blue Morning,The Wailin' Jennys,0.175,0.0703
Teardrops in a Hurricane,Jordan Mackampa,0.106,0.343
She,Ben Abraham,0.26,0.296
Farewell Transmission,Kevin Morby,0.194,0.371
Salina,The Avett Brothers,0.0654,0.235
Let's Make It Last,Ray LaMontagne,0.146,0.143
"Truly, Madly, Deeply",Ray LaMontagne,0.0923,0.0112
Smoking Section,St. Vincent,0.133,0.324
Elk River,Six Organs Of Admittance,0.151,0.186
Everybody Wants To Rule The World,Joseph,0.226,0.343
Autumn Waltz,Lisa Lynne,0.278,0.247
405,Vancouver Sleep Clinic,0.113,0.344
The Silence,Manchester Orchestra,0.178,0.357
Welcome to Castle Irwell,Crywank,0.148,0.192
Everything We Do Is Wrong,Tuvaband,0.0737,0.294
You Kill Me,Bedouine,0.212,0.221
Making Love on the Mountain - Sexy Mix,The Woodlands,0.137,0.169
Goshen,Beirut,0.0952,0.264
Everybody's Got To Learn Sometime - Exclusive Recording,Beck,0.138,0.283
Clearing,Grouper,0.136,0.0432
Drink My Rivers,Andy Shauf,0.15,0.226
Mercury (Instrumental),Sleeping At Last,0.0372,0.314
Light On,Pinegrove,0.212,0.282
The Last Resort - Eagles 2013 Remaster,Eagles,0.299,0.28
Little Lies,I'm With Her,0.214,0.299
Holes,The Paper Kites,0.162,0.318
blue and red horses,Adrianne Lenker,0.249,0.304
Laughing With,Regina Spektor,0.235,0.298
Atlas: Life,Sleeping At Last,0.241,0.379
And Then There Was You,Norah Jones,0.15,0.0845
Brahms' lullaby,Jewel,0.216,0.0535
Homesickness,Emahoy Tsegué-Maryam Guébrou,0.126,0.102
Coven,RY X,0.133,0.364
Hammond Song,The Roches,0.128,0.195
The Road Less Wandered,Aquilo,0.0939,0.298
Last Day of Our Acquaintance,Sinéad O'Connor,0.299,0.169
All That Fear,Lucy Rose,0.273,0.304
Gortoz A Ran,Denez Prigent,0.0361,0.166
"Sink, Florida, Sink",Against Me!,0.155,0.34
The Great Escape,Patrick Watson,0.232,0.0698
Fifteen,Foy Vance,0.25,0.126
Exile Vilify (From the Game Portal 2),The National,0.204,0.373
Love Songs For Robots,Patrick Watson,0.082,0.237
Hallucinogenics - Stripped,Matt Maeson,0.252,0.32
Ophelia,Natalie Merchant,0.0329,0.0694
Tyrfing,Danheim,0.0385,0.256
Everytime You Go Away,Daryl Hall & John Oates,0.196,0.234
Still,Volcano Choir,0.0328,0.362
Black & Blue,Gregory Alan Isakov,0.217,0.349
Windows,Angel Olsen,0.0775,0.304
Think of Laura,Christopher Cross,0.174,0.211
Just Look at This Mess,Punch Brothers,0.287,0.183
The Seer's Tower,Sufjan Stevens,0.0396,0.0975
Falling,The Civil Wars,0.148,0.268
Just Dropped In,Mickey Newbury,0.246,0.204
Horn,Nick Drake,0.123,0.0277
Judging Books By Their Covers,Keaton Henson,0.106,0.105
Bushel Hyde,Jessica Pratt,0.234,0.236
1914,Florist,0.138,0.152
In Case I Don't Feel,Kevin Garrett,0.219,0.305
Barbary Coast (Later),Conor Oberst,0.185,0.34
Self-Help Tape,Moses Sumney,0.035,0.311
The Right Way Around,Daughter,0.258,0.297
When Will I See You Again,Lord Huron,0.12,0.363
Cruel,The Head and the Heart,0.253,0.37
All the Things...,The Milk Carton Kids,0.192,0.0729
the peaks - feat. kimberly anne,Lewis Watson,0.27,0.398
The Hills,Talisk,0.179,0.329
Harvest Moon,Handsome Ghost,0.138,0.361
Femme Fatale,The Velvet Underground,0.15,0.137
Poison Oak,Bright Eyes,0.198,0.185
Body to Flame,Lucy Dacus,0.0398,0.295
How Can I Tell You,Yusuf / Cat Stevens,0.178,0.184
Gratitude,Benjamin Francis Leftwich,0.161,0.211
Quarrel,Moses Sumney,0.155,0.271
One Fine Day - Remastered,Natalie Merchant,0.186,0.151
Dreaming - Mahogany Sessions,Ásgeir,0.202,0.0883
Collapse,Vancouver Sleep Clinic,0.156,0.208
Momo's,Connan Mockasin,0.098,0.128
Postcard Memories,Drew Holcomb & The Neighbors,0.235,0.347
Real Death,Mount Eerie,0.0913,0.187
The Dragonborn Comes - Skyrim,Erutan,0.148,0.185
The Hand You Deal,Fenne Lily,0.125,0.26
Giant of Illinois,Andrew Bird,0.238,0.151
Picking Up Pieces,Mandolin Orange,0.221,0.333
The Trees We Wear,Le Trio Joubran,0.137,0.194
All the Wild Horses,Ray LaMontagne,0.111,0.0691
One Voice,The Wailin' Jennys,0.25,0.135
Cover My Own - Acoustic,Old Sea Brigade,0.267,0.14
The Suburbs (continued),Arcade Fire,0.0555,0.0721
On Your Horizon,Beta Radio,0.236,0.294
Salt,RY X,0.0421,0.266
Forever - Remastered 2009,The Beach Boys,0.263,0.35
The Past And Pending,The Shins,0.146,0.309
Lost Without Your Love,Bread,0.196,0.325
Signs of Light,The Head and the Heart,0.0396,0.324
Oh!,Vallis Alps,0.262,0.343
A Fathers First Spring,The Avett Brothers,0.295,0.379
"Sensible Heart - Live In St. John's, NL May 14th, 2017",City and Colour,0.158,0.0426
Lincoln,Damien Jurado,0.16,0.139
Instrumental,Joshua Hyslop,0.207,0.244
First Winter,Wrabel,0.218,0.164
Six Feet Over Ground,Aquilo,0.0675,0.142
Never Tear Us Apart,Sleeping At Last,0.254,0.0994
Satisfied Mind,Jeff Buckley,0.136,0.0275
Heaven's Knife,Josh Garrels,0.221,0.261
The Long Day Is Over,Norah Jones,0.163,0.123
Turn Me Down,Julia Jacklin,0.114,0.336
Rebellion (Lies),Benjamin Francis Leftwich,0.148,0.236
From Far Away,Jeff Tweedy,0.107,0.348
Astronaut,Gregory Alan Isakov,0.0519,0.233
Songs That She Sang in the Shower,Jason Isbell,0.293,0.3
Beacon Hill,Damien Jurado,0.2,0.0918
You're a Big Girl Now - Take 2,Bob Dylan,0.242,0.219
For Sondra (It Means the World to Me),Passion Pit,0.103,0.248
Nightingale,Norah Jones,0.289,0.304
Springtime,The Head and the Heart,0.127,0.174
Hell-On,Neko Case,0.224,0.292
Desperado,Linda Ronstadt,0.232,0.21
Algir - Tognatale,Wardruna,0.0397,0.239
I'm Clean Now,Grouper,0.034,0.0407
How It Ends,DeVotchKa,0.0393,0.336
Oh My God,Canyon City,0.146,0.209
The Plains / Bitter Dancer,Fleet Foxes,0.0561,0.37
Evergreen,Ben Howard,0.189,0.208
Ooo,Karen O,0.193,0.302
My Love - 2018 Remaster,Wings,0.134,0.361
If I Should Go Before You,City and Colour,0.274,0.366
It's Always Been You,Ray LaMontagne,0.1,0.24
People Lullaby,Big Red Machine,0.125,0.364
As Long as I Have You I'm Home,Imaginary Future,0.234,0.155
Hideaway - Acoustic,Dan Owen,0.286,0.236
The Only Living Boy in New York - Recorded at Spotify Studios NYC,Kishi Bashi,0.267,0.325
Don't Stop Believin',Imaginary Future,0.212,0.118
A Kind of Hunger,Penny and Sparrow,0.142,0.219
Thanksgiving,Pinegrove,0.0816,0.156
House Of The Rising Sun,Joan Baez,0.189,0.0109
By the River - Mahogany Sessions,Stu Larsen,0.106,0.216
Don't Worry About Me,Frances,0.238,0.131
I Wanna Dance with Somebody (Who Loves Me),Erato,0.269,0.183
Over The Rainbow,Eva Cassidy,0.117,0.17
Where Have All the Flowers Gone - Remastered,"Peter, Paul and Mary",0.286,0.0887
Up To The Mountain (MLK Song),Patty Griffin,0.218,0.204
Smoochie,Father John Misty,0.15,0.328
Shine a Different Way,Patty Griffin,0.271,0.324
The Crooked Spine,M. Ward,0.278,0.251
Hello from the Edge of the Earth,Mary Lattimore,0.179,0.15
One,Harry Nilsson,0.291,0.265
O' Sister,City and Colour,0.251,0.327
I Saw You,Jon Bryant,0.149,0.185
Disarm,The Civil Wars,0.105,0.172
You And I Again,James Taylor,0.187,0.269
Drops in the River,Fleet Foxes,0.0815,0.312
Foreground,Grizzly Bear,0.0848,0.224
Uneven Odds,Sleeping At Last,0.147,0.302
A Burning Hill,Mitski,0.104,0.19
Brandy Alexander,Feist,0.162,0.171
Seen It All Before,Amos Lee,0.143,0.215
Soft Line,Lucy Wainwright Roche,0.137,0.234
"My Fair Share [The Love Them From ""One On One""]",Seals and Crofts,0.274,0.342
Swelling Sea,Tow'rs,0.154,0.295
Singularity,Darlingside,0.178,0.336
Obsolete,Nick Wilson,0.238,0.148
Maps,Keaton Henson,0.205,0.187
Stranger,Paul Simon,0.113,0.345
"If You See Her, Say Hello - Take 1",Bob Dylan,0.185,0.288
That's The Way I've Always Heard It Should Be,Carly Simon,0.24,0.0897
Family,Noah Gundersen,0.156,0.201
Working Class Hero - Remastered 2010 / Lennon Legend Version,John Lennon,0.193,0.165
Hallelujah,k.d. lang,0.0989,0.184
"If I Go, I'm Goin'",Gregory Alan Isakov,0.187,0.128
Historians,Lucy Dacus,0.0516,0.0521
Machine - Spotify Sessions,Scott Helman,0.289,0.371
Direct Address,Lucy Dacus,0.15,0.397
Line 'Em Up,James Taylor,0.297,0.346
Does It Ever Cross Your Mind,The Paper Kites,0.254,0.016
Mountain Sounds,John Vincent III,0.0383,0.112
Lifeforms,Daughter,0.0612,0.242
Our House,Ed Patrick,0.278,0.122
The Sea and the Rhythm,Iron & Wine,0.158,0.286
Stella,Mountain Man,0.293,0.0754
Soft Place To Land,Sara Bareilles,0.148,0.312
It Hurts Me Too,Karen Dalton,0.281,0.0581
Blacktop,Julien Baker,0.089,0.0694
C'est La Mort,The Civil Wars,0.0791,0.171
The Lament Of Eustace Scrubb,The Oh Hellos,0.0386,0.331
Coma,Big Thief,0.175,0.303
Lights Are On,Tom Rosenthal,0.249,0.04
Hannah,Luca Fogale,0.241,0.253
"One Light, One Sun",Raffi,0.283,0.103
Strangest Of Ways,Lucy Rose,0.243,0.322
Oh My Dear,The Head and the Heart,0.158,0.244
As Needed,Beirut,0.119,0.355
You Should've Seen The Other Guy - Live,Nathaniel Rateliff & The Night Sweats,0.22,0.297
Who by Fire,Leonard Cohen,0.228,0.152
If I Had A Boat,James Vincent McMorrow,0.195,0.288
How Long Will I Love You,Canyon City,0.224,0.157
June Hymn,The Decemberists,0.159,0.365
Wide Eyed,Billy Lockett,0.239,0.277
Class of 2013,Mitski,0.122,0.22
The Runaround,Mandolin Orange,0.147,0.242
Night So Long,HAIM,0.096,0.381
Ancient Light,Allman Brown,0.189,0.208
River,Patty Griffin,0.236,0.265
Belong,Cary Brothers,0.217,0.399
Herr Mannelig,Garmarna,0.0625,0.309
With You,Jacob Lee,0.298,0.36
One Of Us Cannot Be Wrong,Gregory Alan Isakov,0.146,0.192
Tin Lover,The Paper Kites,0.106,0.0329
Flint (For the Unemployed and Underpaid),Sufjan Stevens,0.172,0.0715
I Will,Mitski,0.261,0.306
Sweet Dreams,Jewel,0.0876,0.0474
Sensible Heart,City and Colour,0.236,0.305
"Love On The Rocks - From ""The Jazz Singer"" Soundtrack",Neil Diamond,0.163,0.206
Jupiter,Sleeping At Last,0.207,0.349
For All We Know,Frankie Valli,0.155,0.297
Martha Sways,Andy Shauf,0.272,0.172
Morning Sun,Dave Bixby,0.105,0.266
(Sittin' On) The Dock of the Bay - Live At The Fillmore,Sara Bareilles,0.205,0.234
Jo,Haley Heynderickx,0.0926,0.154
The Wine We Drink,Drew Holcomb & The Neighbors,0.219,0.112
Gypsy Moth,Andrew Bird,0.187,0.278
Alright,Tow'rs,0.174,0.345
Souls Like the Wheels,The Avett Brothers,0.1,0.176
Flatlands,Chelsea Wolfe,0.173,0.274
My Father's Father,The Civil Wars,0.191,0.182
American Tune,Paul Simon,0.24,0.203
Bright Eyes,Art Garfunkel,0.207,0.21
Bluebird,Sara Bareilles,0.161,0.203
I'm Not Yours,Angus & Julia Stone,0.161,0.309
Big Jet Plane - Acoustic,Angus & Julia Stone,0.173,0.318
Burgh Island,Ben Howard,0.0747,0.188
Fireworks - Recorded at Spotify Studios Stockholm,First Aid Kit,0.19,0.258
All or Nothing (feat. Tall Heights),Ryan Montbleau,0.267,0.163
All Blacked Out,Girlpool,0.14,0.171
Mallorca,RY X,0.151,0.2
Southern,Sleeping At Last,0.186,0.229
Simple Man - Recorded at Spotify Studios NYC,The Head and the Heart,0.0945,0.117
Nio nätters led,Forndom,0.0319,0.0784
Angel from Montgomery - Live,John Prine,0.224,0.255
(Your Love Keeps Lifting Me) Higher and Higher (Acoustic),Amber Run,0.142,0.145
I Don't Really,Andy Shauf,0.284,0.104
Night,Dr. Dog,0.132,0.383
Have Yourself A Merry Little Christmas - Live From BBC Radio 2,First Aid Kit,0.24,0.158
That Year,Brandi Carlile,0.228,0.284
"Brackett, WI",Bon Iver,0.191,0.338
Part From Me,The Avett Brothers,0.213,0.306
Dark,Siv Jakobsen,0.187,0.11
Too Little Too Late,Department Of Eagles,0.272,0.299
What's Inside,Sara Bareilles,0.162,0.242
Venus (Instrumental),Sleeping At Last,0.264,0.381
Homesick,Kings of Convenience,0.194,0.393
"That Silver-Haired Daddy of Mine - Live at Long Beach Arena, Long Beach, CA - November 1969",Simon & Garfunkel,0.261,0.294
Goodnight Hollywood,Jamestown Revival,0.143,0.32
Pancho & Lefty,Jason Isbell,0.295,0.0776
Grand Hotel,Regina Spektor,0.232,0.302
It Might Be You,Stephen Bishop,0.231,0.399
Distant Solar Systems,Julien Baker,0.0847,0.303
Leave Like That (feat. Jenn Champion),SYML,0.103,0.085
A Song For You,Carpenters,0.152,0.204
The Pugilist,Keaton Henson,0.123,0.27
Turtle Island,Beach House,0.184,0.271
Stable Song,Death Cab for Cutie,0.0965,0.22
All of Them Dreams,Tom Rosenthal,0.253,0.183
My House Your House,Angus & Julia Stone,0.11,0.332
Fly Away,My Brothers And I,0.143,0.374
Redford (for Yia-Yia and Pappou),Sufjan Stevens,0.0384,0.0394
BAD DESIRE,Noah Gundersen,0.195,0.274
Epilogue,Keaton Henson,0.04,0.139
Sky Blue and Black,Jackson Browne,0.208,0.364
It Don't Matter to Me,Bread,0.273,0.26
The Moon Song - Live,Karen O,0.284,0.239
California Open Back,Gregory Alan Isakov,0.0695,0.0505
U Got It Bad - Recorded at Spotify Studios Stockholm,Lykke Li,0.102,0.304
Stay On My Shore,Joan Shelley,0.187,0.216
Icicle Tusk,Fleet Foxes,0.0904,0.31
St. Joseph's,The Avett Brothers,0.22,0.11
Jolene,Mindy Smith,0.168,0.368
To Know,RY X,0.0357,0.394
"Twilight - Live In Glace Bay, NS May 11th, 2017",City and Colour,0.219,0.194
Already Gone,Alvvays,0.192,0.349
Banner (Acoustic),Lights,0.234,0.316
Sun Giant,Fleet Foxes,0.125,0.0636
House at Pooh Corner,Loggins & Messina,0.255,0.287
All I Wanted,Daughter,0.125,0.176
God - Remastered 2010,John Lennon,0.178,0.269
Roses,Girlpool,0.0672,0.297
"Moniker, Pt. 3",Penny and Sparrow,0.147,0.334
When It Ends,Imaginary Future,0.178,0.0706
I Adore You,Molly Burch,0.0777,0.302
Headless Horseman,The Microphones,0.0748,0.174
Rewind - Echo Mountain Sessions,Sylvan Esso,0.113,0.318
Bluebeard,Patty Griffin,0.212,0.366
Pieces (Hushed),Andrew Belle,0.0951,0.279
A Comet Appears,The Shins,0.242,0.221
A Fond Farewell,Elliott Smith,0.234,0.375
Till Forever (Acoustic),Joy Williams,0.279,0.172
Her Smoke Rose Up Forever,James Blackshaw,0.228,0.215
To Be,Foxwarren,0.254,0.358
What Now,Patty Griffin,0.0736,0.189
Just and Just As,Penny and Sparrow,0.18,0.191
Picture In A Frame,Tom Waits,0.289,0.209
Hejira,Joni Mitchell,0.224,0.322
Long Lost Century,The Woodlands,0.297,0.0961
Saltwater,Beach House,0.153,0.269
terminal paradise,Adrianne Lenker,0.105,0.14
Familiarity,Punch Brothers,0.215,0.337
Luminous Places,Patty Griffin,0.299,0.0484
Estrella,Cass McCombs,0.157,0.371
The River,Cat Clyde,0.287,0.185
"Friends - Live In Surrey, BC April 7th, 2017",City and Colour,0.267,0.152
South,Damien Jurado,0.201,0.0972
Only Everyone Can Judge Me,Crywank,0.177,0.317
Down To You,Joni Mitchell,0.179,0.141
Aleluya,Leonard Cohen,0.104,0.202
Bones,Peter Bjorn and John,0.157,0.38
Hagall,Wardruna,0.0369,0.341
Around and Around,Mountain Man,0.242,0.103
Only One,The Paper Kites,0.182,0.0578
Never Knock,Kevin Garrett,0.109,0.164
The Partisan - Recorded at Spotify Studios NYC,Henry Jamison,0.247,0.131
Sad-Eyed Lady of the Lowlands,Bob Dylan,0.275,0.384
Coins,Patty Griffin,0.295,0.111
Enough For You,Maisie Peters,0.111,0.227
Slack Jaw - Echo Mountain Sessions,Sylvan Esso,0.249,0.101
Over My Head,Alabama Shakes,0.0968,0.299
Ulysses,Josh Garrels,0.274,0.266
Treaty,Leonard Cohen,0.14,0.18
"A short reprise for Mary Todd, who went insane, but for very good reasons",Sufjan Stevens,0.0367,0.171
St. Clarity - Mahogany Sessions,The Paper Kites,0.272,0.187
Famous Prophets (Stars),Car Seat Headrest,0.172,0.325
"For All We Know - From ""Lovers And Other Strangers"" Soundtrack",Carpenters,0.202,0.245
Like Rock & Roll and Radio,Ray LaMontagne,0.269,0.159
Lean,RY X,0.0397,0.343
In My Arms,Johnnyswim,0.177,0.252
Through a Glass (Quartet Version),Henry Jamison,0.24,0.263
"Hello, I'm In Delaware - Live In Saint John, NB May 2nd, 2017",City and Colour,0.207,0.0921
Bird on the Wire,Leonard Cohen,0.191,0.114
Cycling Trivialities,José González,0.139,0.326
You Came To Me,Beach House,0.129,0.312
Baby Grand (with Ray Charles),Billy Joel,0.136,0.355
Modern Love,Houndmouth,0.156,0.364
Different Days,Jason Isbell,0.197,0.317
Just the Same,Patty Griffin,0.253,0.145
Madeline,John Vincent III,0.188,0.195
Raven,Jewel,0.208,0.0882
Mindful,Tow'rs,0.0914,0.277
What I Remember,Patty Griffin,0.214,0.0629
Bright Lights and Cityscapes,Sara Bareilles,0.213,0.184
Same Faces,Jordan Mackampa,0.165,0.346
Master & a Hound,Gregory Alan Isakov,0.059,0.225
We'll Meet Again,She & Him,0.18,0.176
"Scarborough Fair - Live at Central Park, New York, NY - September 19, 1981",Simon & Garfunkel,0.252,0.109
Solo(w),Lucy Rose,0.162,0.0735
Marry Me,St. Vincent,0.206,0.397
One Too Many Mornings,Bob Dylan,0.25,0.115
Dreamer,Aisha Badru,0.0744,0.335
"The Sounds of Silence - Live at Central Park, New York, NY - September 19, 1981",Simon & Garfunkel,0.225,0.135
"Please, Please, Please, Let Me Get What I Want",She & Him,0.274,0.31
Early Spring Till - Live,Nathaniel Rateliff & The Night Sweats,0.167,0.0862
Hold Your Head Up High - Recorded at Spotify Studios NYC,Darlingside,0.178,0.0738
Daisy Jane,America,0.282,0.208
Strip Mine,The Cave Singers,0.292,0.326
Wendell Walker,Andy Shauf,0.0766,0.275
Long Way From Home (Live from L.A.),The Lumineers,0.297,0.38
Cardigan Song,Kikagaku Moyo,0.0607,0.0791
Sister Winter,Joseph,0.203,0.362
Teeth,Billie Marten,0.236,0.0528
Harvest Moon,SYML,0.173,0.321
Malleable Beings,The Paper Kites,0.289,0.358
To You Alone - Acoustic,Tom Rosenthal,0.135,0.0124
Liquid Smooth,Mitski,0.116,0.342
Part One,Band of Horses,0.211,0.361
Summer Clouds,Iron & Wine,0.265,0.177
Feels Like Home,Chantal Kreviazuk,0.177,0.379
Bright and Future,Henry Jamison,0.274,0.306
Dondante,My Morning Jacket,0.248,0.2
Rambling Man,Laura Marling,0.195,0.381
So I'm Growing Old on Magic Mountain,Father John Misty,0.0796,0.199
Interlude,Soccer Mommy,0.124,0.228
So Close To Magic,Aquilo,0.16,0.171
Somewhere over the Rainbow,Jewel,0.288,0.0474
Tsunami,Told Slant,0.0386,0.39
Seven Bridges Road - Live Version; 2013 Eagles Remaster,Eagles,0.29,0.286
My Backwards Walk - Recorded at Spotify Studios NYC,Death Cab for Cutie,0.202,0.317
Happy to Be Here,Julien Baker,0.181,0.258
Look Out,James Vincent McMorrow,0.197,0.2
My Wild Sweet Love,First Aid Kit,0.274,0.36
Rosanna (feat. Penny and Sparrow),Corey Kilgannon,0.232,0.363
Between the Wars,Allman Brown,0.0388,0.29
Lady Divine,Alela Diane,0.241,0.288
Time,Canyon City,0.212,0.31
Into the Fire,Foy Vance,0.285,0.287
Heavy Water/I'd Rather Be Sleeping,Grouper,0.0555,0.309
(I Can't Get No) Satisfaction,Cat Power,0.268,0.0965
Facing West,The Staves,0.185,0.0673
The Parts,Manchester Orchestra,0.197,0.0212
Again Today / Hiding My Heart,Brandi Carlile,0.0892,0.254
Waves,Canyon City,0.262,0.357
Full of Grace,Sarah McLachlan,0.166,0.192
Teardrops,Van Morrison,0.262,0.301
Needles & Pins,Canyon City,0.215,0.363
Woman,Angel Olsen,0.0819,0.337
A Long Time Ago,First Aid Kit,0.234,0.229
Pep Talk,Judah & the Lion,0.0415,0.391
Runnin' Red,Mandolin Orange,0.213,0.189
Test Pilot - Chilly Gonzales Re-Make,TV On The Radio,0.081,0.305
Milk Teeth,Keaton Henson,0.0752,0.244
And I Love You So,Don McLean,0.118,0.194
Until The Stars Go Out,James Morrison,0.28,0.373
Seen a Ghost,Old Sea Brigade,0.299,0.391
"Love, Come And Save Me","Right Away, Great Captain!",0.194,0.105
Atlas: Sorrow,Sleeping At Last,0.276,0.264
Detectorists (Original Soundtrack from the TV Series),Johnny Flynn,0.203,0.233
Blue (Midnight Version),Canyon City,0.0471,0.199
Holy Water,Ed Prosek,0.217,0.382
"Holy, Holy, Holy",Sufjan Stevens,0.252,0.172
From Now On,Mandolin Orange,0.272,0.334
House of the Risin' Sun,Bob Dylan,0.277,0.317
Let It Die,Feist,0.0613,0.208
What a Woman Wants to Hear,Anderson East,0.213,0.322
She - Remastered Version,Gram Parsons,0.255,0.224
Riding For The Feeling,Bill Callahan,0.277,0.214
Pretty Maids All in a Row - Eagles 2013 Remaster,Eagles,0.0947,0.19
Sweet As Whole,Sara Bareilles,0.246,0.352
Waiting for Cars,Soccer Mommy,0.0664,0.184
The West Coast Of Clare,Dervish,0.219,0.0948
Mr. Bojangles - Alternate Take - 1970,John Denver,0.178,0.209
North Dakota,Lyle Lovett,0.11,0.0326
Shield Your Eyes - Acoustic,Dry the River,0.236,0.395
All I Need,Mat Kearney,0.181,0.235
My Prayer,The Platters,0.243,0.275
Barcelona,Henry Green,0.0386,0.269
The Mortal Boy King,The Paper Kites,0.157,0.327
Now & Here,Aquilo,0.189,0.367
Always On My Mind,Bahamas,0.109,0.0809
Hope for Now,City and Colour,0.0649,0.199
In a New Bed,Matt Maltese,0.0727,0.189
Yellow,Kina Grannis,0.266,0.132
Take Care,Tom Rosenthal,0.0614,0.159
Bright as the Day,Darlingside,0.296,0.211
New Day,Tom Speight,0.23,0.334
Woman,Cat Power,0.247,0.34
If I Didn't Have Your Love,Leonard Cohen,0.198,0.171
"Hello Again - From ""The Jazz Singer"" Soundtrack",Neil Diamond,0.106,0.205
Dear Someone,Gillian Welch,0.107,0.0191
Some Humans Ain't Human,John Prine,0.212,0.198
Twin Fantasy (Those Boys),Car Seat Headrest,0.135,0.351
Hundred Acres,S. Carey,0.199,0.3
Polyhymnia,Keaton Henson,0.149,0.119
The Hanging Moon,Le Trio Joubran,0.209,0.198
"As Above, So Below - Audiotree Live Version",Corey Kilgannon,0.151,0.244
Vanlose Stairway,Van Morrison,0.206,0.168
Marry Song,Band of Horses,0.232,0.26
All By Myself - Single Edit,Eric Carmen,0.178,0.398
Moon,Mountain Man,0.142,0.152
Carry Me Out,Mitski,0.113,0.382
Night Cries,Arctic Lake,0.127,0.0976
Say Goodnight Instead,Johnnyswim,0.184,0.203
Innocent Son,Fleet Foxes,0.165,0.0193
When You Were Young,Benjamin Francis Leftwich,0.241,0.249
Death with Dignity - Helado Negro Remix,Sufjan Stevens,0.285,0.332
Half-Light (feat. Kelly Zutrau) - Instupendo Remix,Rostam,0.229,0.257
We Know Who U R - Recorded at Spotify Studios NYC,Blanco White,0.211,0.293
Made Of Stone,Matt Corby,0.113,0.302
Cannonball,Brandi Carlile,0.231,0.102
Welcome to the Jungle,Novo Amor,0.0645,0.313
Sky Blue Sky,Wilco,0.298,0.364
Cover Me Up - Live,Jason Isbell and the 400 Unit,0.285,0.379
Jubilee Road,Tom Odell,0.185,0.261
"Creator, Destroyer",Angel Olsen,0.0849,0.29
Beginning to Feel the Years,Brandi Carlile,0.244,0.122
Donoughmore,Rose Cousins,0.23,0.14
Duet,Rachael Yamagata,0.146,0.14
This Land Is Your Land,Phosphorescent,0.192,0.155
For You To Be Here,Tom Rosenthal,0.208,0.15
Leaving the Table,Leonard Cohen,0.217,0.179
Fylgija Ear,Heilung,0.0325,0.264
Kola,Damien Jurado,0.235,0.0945
Flaws,Daughter,0.038,0.373
Now Go,Erato,0.235,0.212
Francis,Haley Heynderickx,0.214,0.337
"Because Dreaming Costs Money, My Dear",Mitski,0.196,0.169
Two Wildly Different Perspectives,Father John Misty,0.191,0.226
Live Forever,Drew Holcomb & The Neighbors,0.0877,0.327
Hold No Guns,Death Cab for Cutie,0.23,0.0659
Are You Sitting Comfortably,Megson,0.132,0.19
Good News,Julien Baker,0.0541,0.216
"That's Life, tho (almost hate to say)",Kurt Vile,0.0761,0.304
Tallahassee,Leif Vollebekk,0.277,0.126
Early Spring Till,Nathaniel Rateliff,0.195,0.338
Hey Adam,Mandolin Orange,0.189,0.199
Harvest Moon,Imaginary Future,0.0596,0.165
Epilogue,The Antlers,0.251,0.151
Hurt Nobody,Andrew Belle,0.128,0.377
Part of the Light,Ray LaMontagne,0.148,0.352
This Will End,The Oh Hellos,0.22,0.185
Lemon Tree - Remastered,"Peter, Paul and Mary",0.223,0.15
Paris In June,Johnnyswim,0.178,0.232
Fool,Perfume Genius,0.0609,0.29
Please Love Me Forever,Bobby Vinton,0.278,0.265
Harder Rain,Hiss Golden Messenger,0.251,0.316
